Match_ID,Team 1,Team 2,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Winning_Innings
ODI # 3096,West Indies,Sri Lanka,Colombo,2011-02-03 00:00:00,Sri Lanka,Sri Lanka,Away,Home,First,Second,2nd
ODI # 3097,Pakistan,New Zealand,Auckland,2011-02-05 00:00:00,New Zealand,New Zealand,Away,Home,Second,First,1st
ODI # 3098,England,Australia,Perth,2011-02-06 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 3099,West Indies,Sri Lanka,Colombo,2011-02-06 00:00:00,Sri Lanka,Sri Lanka,Away,Home,Second,First,1st
ODI # 3100,India,Bangladesh,Dhaka,2011-02-19 00:00:00,India,Bangladesh,Away,Home,First,Second,1st
ODI # 3101,New Zealand,Kenya,Chennai,2011-02-20 00:00:00,New Zealand,India,Neutral,Neutral,Second,First,2nd
ODI # 3102,Canada,Sri Lanka,Hambantota,2011-02-20 00:00:00,Sri Lanka,Sri Lanka,Away,Home,Second,First,1st
ODI # 3103,Zimbabwe,Australia,Ahmedabad,2011-02-21 00:00:00,Australia,India,Neutral,Neutral,Second,First,1st
ODI # 3104,Netherlands,England,Nagpur,2011-02-22 00:00:00,England,India,Neutral,Neutral,First,Second,2nd
ODI # 3105,Pakistan,Kenya,Hambantota,2011-02-23 00:00:00,Pakistan,Sri Lanka,Neutral,Neutral,First,Second,1st
ODI # 3106,West Indies,South Africa,Delhi,2011-02-24 00:00:00,South Africa,India,Neutral,Neutral,First,Second,2nd
ODI # 3107,New Zealand,Australia,Nagpur,2011-02-25 00:00:00,Australia,India,Neutral,Neutral,First,Second,2nd
ODI # 3108,Ireland,Bangladesh,Dhaka,2011-02-25 00:00:00,Bangladesh,Bangladesh,Away,Home,Second,First,1st
ODI # 3109,Pakistan,Sri Lanka,Colombo,2011-02-26 00:00:00,Pakistan,Sri Lanka,Away,Home,First,Second,1st
ODI # 3111,Zimbabwe,Canada,Nagpur,2011-02-28 00:00:00,Zimbabwe,India,Neutral,Neutral,First,Second,1st
ODI # 3112,West Indies,Netherlands,Delhi,2011-02-28 00:00:00,West Indies,India,Neutral,Neutral,First,Second,1st
ODI # 3113,Kenya,Sri Lanka,Colombo,2011-03-01 00:00:00,Sri Lanka,Sri Lanka,Away,Home,First,Second,2nd
ODI # 3114,Ireland,England,Bengaluru,2011-03-02 00:00:00,Ireland,India,Neutral,Neutral,Second,First,2nd
ODI # 3115,South Africa,Netherlands,Mohali,2011-03-03 00:00:00,South Africa,Unknown,Neutral,Neutral,First,Second,1st
ODI # 3116,Pakistan,Canada,Colombo,2011-03-03 00:00:00,Pakistan,Sri Lanka,Neutral,Neutral,First,Second,1st
ODI # 3117,Zimbabwe,New Zealand,Ahmedabad,2011-03-04 00:00:00,New Zealand,India,Neutral,Neutral,First,Second,2nd
ODI # 3118,West Indies,Bangladesh,Dhaka,2011-03-04 00:00:00,West Indies,Bangladesh,Away,Home,Second,First,2nd
ODI # 3120,South Africa,England,Chennai,2011-03-06 00:00:00,England,India,Neutral,Neutral,Second,First,1st
ODI # 3121,Ireland,India,Bengaluru,2011-03-06 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 3122,Kenya,Canada,Delhi,2011-03-07 00:00:00,Canada,India,Neutral,Neutral,First,Second,2nd
ODI # 3123,Pakistan,New Zealand,Pallekele,2011-03-08 00:00:00,New Zealand,Unknown,Neutral,Neutral,Second,First,1st
ODI # 3124,Netherlands,India,Delhi,2011-03-09 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 3125,Zimbabwe,Sri Lanka,Pallekele,2011-03-10 00:00:00,Sri Lanka,Unknown,Neutral,Neutral,Second,First,1st
ODI # 3126,West Indies,Ireland,Mohali,2011-03-11 00:00:00,West Indies,Unknown,Neutral,Neutral,First,Second,1st
ODI # 3127,England,Bangladesh,Chittagong,2011-03-11 00:00:00,Bangladesh,Bangladesh,Away,Home,First,Second,2nd
ODI # 3128,South Africa,India,Nagpur,2011-03-12 00:00:00,South Africa,India,Away,Home,Second,First,2nd
ODI # 3129,New Zealand,Canada,Mumbai,2011-03-13 00:00:00,New Zealand,India,Neutral,Neutral,First,Second,1st
ODI # 3130,Kenya,Australia,Bengaluru,2011-03-13 00:00:00,Australia,India,Neutral,Neutral,Second,First,1st
ODI # 3131,Netherlands,Bangladesh,Chittagong,2011-03-14 00:00:00,Bangladesh,Bangladesh,Away,Home,First,Second,2nd
ODI # 3132,Zimbabwe,Pakistan,Pallekele,2011-03-14 00:00:00,Pakistan,Unknown,Neutral,Neutral,First,Second,2nd
ODI # 3133,South Africa,Ireland,Kolkata,2011-03-15 00:00:00,South Africa,India,Neutral,Neutral,First,Second,1st
ODI # 3134,Canada,Australia,Bengaluru,2011-03-16 00:00:00,Australia,India,Neutral,Neutral,First,Second,2nd
ODI # 3135,West Indies,England,Chennai,2011-03-17 00:00:00,England,India,Neutral,Neutral,Second,First,1st
ODI # 3136,Netherlands,Ireland,Kolkata,2011-03-18 00:00:00,Ireland,India,Neutral,Neutral,First,Second,2nd
ODI # 3137,Sri Lanka,New Zealand,Mumbai,2011-03-18 00:00:00,Sri Lanka,India,Neutral,Neutral,First,Second,1st
ODI # 3138,South Africa,Bangladesh,Dhaka,2011-03-19 00:00:00,South Africa,Bangladesh,Away,Home,First,Second,1st
ODI # 3139,Pakistan,Australia,Colombo,2011-03-19 00:00:00,Pakistan,Sri Lanka,Neutral,Neutral,Second,First,2nd
ODI # 3140,Zimbabwe,Kenya,Kolkata,2011-03-20 00:00:00,Zimbabwe,India,Neutral,Neutral,First,Second,1st
ODI # 3141,West Indies,India,Chennai,2011-03-20 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 3142,West Indies,Pakistan,Dhaka,2011-03-23 00:00:00,Pakistan,Bangladesh,Neutral,Neutral,First,Second,2nd
ODI # 3143,Australia,India,Ahmedabad,2011-03-24 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 3144,South Africa,New Zealand,Dhaka,2011-03-25 00:00:00,New Zealand,Bangladesh,Neutral,Neutral,Second,First,1st
ODI # 3145,England,Sri Lanka,Colombo,2011-03-26 00:00:00,Sri Lanka,Sri Lanka,Away,Home,First,Second,2nd
ODI # 3146,New Zealand,Sri Lanka,Colombo,2011-03-29 00:00:00,Sri Lanka,Sri Lanka,Away,Home,First,Second,2nd
ODI # 3147,Pakistan,India,Mohali,2011-03-30 00:00:00,India,Unknown,Neutral,Neutral,Second,First,1st
ODI # 3148,Sri Lanka,India,Mumbai,2011-04-02 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 3149,Australia,Bangladesh,Dhaka,2011-04-09 00:00:00,Australia,Bangladesh,Away,Home,First,Second,1st
ODI # 3150,Australia,Bangladesh,Dhaka,2011-04-11 00:00:00,Australia,Bangladesh,Away,Home,Second,First,2nd
ODI # 3151,Australia,Bangladesh,Dhaka,2011-04-13 00:00:00,Australia,Bangladesh,Away,Home,First,Second,1st
ODI # 3152,Pakistan,West Indies,Gros Islet,2011-04-23 00:00:00,Pakistan,West Indies,Away,Home,Second,First,2nd
ODI # 3153,Pakistan,West Indies,Gros Islet,2011-04-25 00:00:00,Pakistan,West Indies,Away,Home,Second,First,2nd
ODI # 3154,Pakistan,West Indies,Bridgetown,2011-04-28 00:00:00,Pakistan,West Indies,Away,Home,Second,First,2nd
ODI # 3155,Pakistan,West Indies,Bridgetown,2011-05-02 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 3156,Pakistan,West Indies,Providence,2011-05-05 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 3157,Pakistan,Ireland,Belfast,2011-05-28 00:00:00,Pakistan,Ireland,Away,Home,Second,First,2nd
ODI # 3158,Pakistan,Ireland,Belfast,2011-05-30 00:00:00,Pakistan,Ireland,Away,Home,Second,First,2nd
ODI # 3159,India,West Indies,Port of Spain,2011-06-06 00:00:00,India,West Indies,Away,Home,Second,First,2nd
ODI # 3160,India,West Indies,Port of Spain,2011-06-08 00:00:00,India,West Indies,Away,Home,Second,First,2nd
ODI # 3161,India,West Indies,North Sound,2011-06-11 00:00:00,India,West Indies,Away,Home,Second,First,2nd
ODI # 3162,India,West Indies,North Sound,2011-06-13 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 3163,India,West Indies,Kingston,2011-06-16 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 3164,Netherlands,Scotland,Aberdeen,2011-06-28 00:00:00,Scotland,Scotland,Away,Home,Second,First,1st
ODI # 3165,Sri Lanka,England,The Oval,2011-06-28 00:00:00,England,England,Away,Home,Second,First,1st
ODI # 3166,Netherlands,Scotland,Aberdeen,2011-06-29 00:00:00,Scotland,Scotland,Away,Home,First,Second,2nd
ODI # 3167,Sri Lanka,England,Leeds,2011-07-01 00:00:00,Sri Lanka,England,Away,Home,First,Second,1st
ODI # 3168,Sri Lanka,England,Lord's,2011-07-03 00:00:00,Sri Lanka,England,Away,Home,Second,First,2nd
ODI # 3169,Sri Lanka,England,Nottingham,2011-07-06 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 3170,Sri Lanka,England,Manchester,2011-07-09 00:00:00,England,England,Away,Home,Second,First,1st
ODI # 3171,Ireland,Scotland,Edinburgh,2011-07-12 00:00:00,Scotland,Scotland,Away,Home,First,Second,2nd
ODI # 3172,Sri Lanka,Scotland,Edinburgh,2011-07-13 00:00:00,Sri Lanka,Scotland,Away,Home,First,Second,1st
ODI # 3173,Afghanistan,Canada,King City,2011-08-07 00:00:00,Afghanistan,Canada,Away,Home,Second,First,2nd
ODI # 3174,Afghanistan,Canada,Toronto,2011-08-09 00:00:00,Afghanistan,Canada,Away,Home,First,Second,1st
ODI # 3175,Australia,Sri Lanka,Pallekele,2011-08-10 00:00:00,Australia,Unknown,Neutral,Neutral,Second,First,2nd
ODI # 3176,Bangladesh,Zimbabwe,Harare,2011-08-12 00:00:00,Zimbabwe,Zimbabwe,Away,Home,First,Second,2nd
ODI # 3177,Bangladesh,Zimbabwe,Harare,2011-08-14 00:00:00,Zimbabwe,Zimbabwe,Away,Home,First,Second,2nd
ODI # 3178,Australia,Sri Lanka,Hambantota,2011-08-14 00:00:00,Australia,Sri Lanka,Away,Home,Second,First,2nd
ODI # 3179,Bangladesh,Zimbabwe,Harare,2011-08-16 00:00:00,Zimbabwe,Zimbabwe,Away,Home,Second,First,1st
ODI # 3180,Australia,Sri Lanka,Hambantota,2011-08-16 00:00:00,Sri Lanka,Sri Lanka,Away,Home,Second,First,1st
ODI # 3181,Bangladesh,Zimbabwe,Bulawayo,2011-08-19 00:00:00,Bangladesh,Zimbabwe,Away,Home,Second,First,2nd
ODI # 3182,Australia,Sri Lanka,Colombo,2011-08-20 00:00:00,Australia,Sri Lanka,Away,Home,Second,First,2nd
ODI # 3183,Bangladesh,Zimbabwe,Bulawayo,2011-08-21 00:00:00,Bangladesh,Zimbabwe,Away,Home,First,Second,1st
ODI # 3184,Australia,Sri Lanka,Colombo,2011-08-22 00:00:00,Sri Lanka,Sri Lanka,Away,Home,First,Second,2nd
ODI # 3185,England,Ireland,Dublin,2011-08-25 00:00:00,England,Ireland,Away,Home,First,Second,1st
ODI # 3187,India,England,Southampton,2011-09-06 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 3188,Pakistan,Zimbabwe,Bulawayo,2011-09-08 00:00:00,Pakistan,Zimbabwe,Away,Home,First,Second,1st
ODI # 3189,India,England,The Oval,2011-09-09 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 3190,Pakistan,Zimbabwe,Harare,2011-09-11 00:00:00,Pakistan,Zimbabwe,Away,Home,Second,First,2nd
ODI # 3192,Kenya,Netherlands,The Hague,2011-09-12 00:00:00,Netherlands,Netherlands,Away,Home,First,Second,2nd
ODI # 3193,Kenya,Netherlands,The Hague,2011-09-13 00:00:00,Netherlands,Netherlands,Away,Home,First,Second,2nd
ODI # 3194,Pakistan,Zimbabwe,Harare,2011-09-14 00:00:00,Pakistan,Zimbabwe,Away,Home,First,Second,1st
ODI # 3195,India,England,Cardiff,2011-09-16 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 3196,Canada,Ireland,Dublin,2011-09-19 00:00:00,Ireland,Ireland,Away,Home,Second,First,1st
ODI # 3197,Canada,Ireland,Dublin,2011-09-20 00:00:00,Ireland,Ireland,Away,Home,Second,First,1st
ODI # 3198,West Indies,Bangladesh,Dhaka,2011-10-13 00:00:00,West Indies,Bangladesh,Away,Home,First,Second,1st
ODI # 3199,England,India,Hyderabad,2011-10-14 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 3200,West Indies,Bangladesh,Dhaka,2011-10-15 00:00:00,West Indies,Bangladesh,Away,Home,Second,First,2nd
ODI # 3201,England,India,Delhi,2011-10-17 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 3202,West Indies,Bangladesh,Chittagong,2011-10-18 00:00:00,Bangladesh,Bangladesh,Away,Home,First,Second,2nd
ODI # 3203,Australia,South Africa,Centurion,2011-10-19 00:00:00,Australia,South Africa,Away,Home,First,Second,1st
ODI # 3204,New Zealand,Zimbabwe,Harare,2011-10-20 00:00:00,New Zealand,Zimbabwe,Away,Home,Second,First,2nd
ODI # 3205,England,India,Mohali,2011-10-20 00:00:00,India,Unknown,Neutral,Neutral,First,Second,2nd
ODI # 3206,New Zealand,Zimbabwe,Harare,2011-10-22 00:00:00,New Zealand,Zimbabwe,Away,Home,Second,First,2nd
ODI # 3207,England,India,Mumbai,2011-10-23 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 3208,Australia,South Africa,Port Elizabeth,2011-10-23 00:00:00,South Africa,South Africa,Away,Home,Second,First,1st
ODI # 3209,New Zealand,Zimbabwe,Bulawayo,2011-10-25 00:00:00,Zimbabwe,Zimbabwe,Away,Home,First,Second,2nd
ODI # 3210,England,India,Kolkata,2011-10-25 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 3211,Australia,South Africa,Durban,2011-10-28 00:00:00,Australia,South Africa,Away,Home,Second,First,2nd
ODI # 3212,Sri Lanka,Pakistan,Dubai,2011-11-11 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 3213,Sri Lanka,Pakistan,Dubai,2011-11-14 00:00:00,Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,1st
ODI # 3214,Sri Lanka,Pakistan,Dubai,2011-11-18 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 3215,Sri Lanka,Pakistan,Sharjah,2011-11-20 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 3216,Sri Lanka,Pakistan,Abu Dhabi,2011-11-23 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 3217,West Indies,India,Cuttack,2011-11-29 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 3218,Pakistan,Bangladesh,Dhaka,2011-12-01 00:00:00,Pakistan,Bangladesh,Away,Home,Second,First,2nd
ODI # 3219,West Indies,India,Visakhapatnam,2011-12-02 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 3220,Pakistan,Bangladesh,Dhaka,2011-12-03 00:00:00,Pakistan,Bangladesh,Away,Home,First,Second,1st
ODI # 3221,West Indies,India,Ahmedabad,2011-12-05 00:00:00,West Indies,India,Away,Home,First,Second,1st
ODI # 3222,Pakistan,Bangladesh,Chittagong,2011-12-06 00:00:00,Pakistan,Bangladesh,Away,Home,First,Second,1st
ODI # 3223,West Indies,India,Indore,2011-12-08 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 3224,West Indies,India,Chennai,2011-12-11 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 3225,Sri Lanka,South Africa,Paarl,2012-01-11 00:00:00,South Africa,South Africa,Away,Home,Second,First,1st
ODI # 3226,Sri Lanka,South Africa,East London,2012-01-14 00:00:00,South Africa,South Africa,Away,Home,First,Second,2nd
ODI # 3227,Sri Lanka,South Africa,Bloemfontein,2012-01-17 00:00:00,South Africa,South Africa,Away,Home,Second,First,1st
ODI # 3228,Sri Lanka,South Africa,Kimberley,2012-01-20 00:00:00,Sri Lanka,South Africa,Away,Home,Second,First,2nd
ODI # 3229,Sri Lanka,South Africa,Johannesburg,2012-01-22 00:00:00,Sri Lanka,South Africa,Away,Home,Second,First,2nd
ODI # 3230,Zimbabwe,New Zealand,Dunedin,2012-02-03 00:00:00,New Zealand,New Zealand,Away,Home,Second,First,1st
ODI # 3231,India,Australia,Melbourne,2012-02-05 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 3232,Zimbabwe,New Zealand,Whangarei,2012-02-06 00:00:00,New Zealand,New Zealand,Away,Home,Second,First,1st
ODI # 3233,Sri Lanka,India,Perth,2012-02-08 00:00:00,India,Australia,Neutral,Neutral,First,Second,2nd
ODI # 3234,Zimbabwe,New Zealand,Napier,2012-02-09 00:00:00,New Zealand,New Zealand,Away,Home,Second,First,1st
ODI # 3235,Sri Lanka,Australia,Perth,2012-02-10 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 3236,Pakistan,Afghanistan,Sharjah,2012-02-10 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 3237,India,Australia,Adelaide,2012-02-12 00:00:00,India,Australia,Away,Home,Second,First,2nd
ODI # 3238,Pakistan,England,Abu Dhabi,2012-02-13 00:00:00,England,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 3240,Pakistan,England,Abu Dhabi,2012-02-15 00:00:00,England,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 3241,Sri Lanka,Australia,Sydney,2012-02-17 00:00:00,Sri Lanka,Australia,Away,Home,Second,First,2nd
ODI # 3242,Ireland,Kenya,Mombasa,2012-02-18 00:00:00,Kenya,Kenya,Away,Home,First,Second,2nd
ODI # 3243,Pakistan,England,Dubai,2012-02-18 00:00:00,England,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 3244,India,Australia,Brisbane,2012-02-19 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 3245,Ireland,Kenya,Mombasa,2012-02-20 00:00:00,Ireland,Kenya,Away,Home,First,Second,1st
ODI # 3246,Sri Lanka,India,Brisbane,2012-02-21 00:00:00,Sri Lanka,Australia,Neutral,Neutral,First,Second,1st
ODI # 3247,Pakistan,England,Dubai,2012-02-21 00:00:00,England,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 3248,Sri Lanka,Australia,Hobart,2012-02-24 00:00:00,Sri Lanka,Australia,Away,Home,Second,First,2nd
ODI # 3249,South Africa,New Zealand,Wellington,2012-02-25 00:00:00,South Africa,New Zealand,Away,Home,Second,First,2nd
ODI # 3250,India,Australia,Sydney,2012-02-26 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 3251,Sri Lanka,India,Hobart,2012-02-28 00:00:00,India,Australia,Neutral,Neutral,First,Second,2nd
ODI # 3252,South Africa,New Zealand,Napier,2012-02-29 00:00:00,South Africa,New Zealand,Away,Home,Second,First,2nd
ODI # 3253,Sri Lanka,Australia,Melbourne,2012-03-02 00:00:00,Sri Lanka,Australia,Away,Home,First,Second,1st
ODI # 3254,South Africa,New Zealand,Auckland,2012-03-03 00:00:00,South Africa,New Zealand,Away,Home,Second,First,2nd
ODI # 3255,Sri Lanka,Australia,Brisbane,2012-03-04 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 3256,Sri Lanka,Australia,Adelaide,2012-03-06 00:00:00,Sri Lanka,Australia,Away,Home,Second,First,2nd
ODI # 3257,Sri Lanka,Australia,Adelaide,2012-03-08 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 3258,Pakistan,Bangladesh,Dhaka,2012-03-11 00:00:00,Pakistan,Bangladesh,Away,Home,First,Second,1st
ODI # 3259,Sri Lanka,India,Dhaka,2012-03-13 00:00:00,India,Bangladesh,Neutral,Neutral,Second,First,1st
ODI # 3260,Sri Lanka,Pakistan,Dhaka,2012-03-15 00:00:00,Pakistan,Bangladesh,Neutral,Neutral,First,Second,2nd
ODI # 3261,India,Bangladesh,Dhaka,2012-03-16 00:00:00,Bangladesh,Bangladesh,Away,Home,First,Second,2nd
ODI # 3262,Australia,West Indies,Kingstown,2012-03-16 00:00:00,Australia,West Indies,Away,Home,First,Second,1st
ODI # 3263,Pakistan,India,Dhaka,2012-03-18 00:00:00,India,Bangladesh,Neutral,Neutral,First,Second,2nd
ODI # 3264,Australia,West Indies,Kingstown,2012-03-18 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 3265,Sri Lanka,Bangladesh,Dhaka,2012-03-20 00:00:00,Bangladesh,Bangladesh,Away,Home,First,Second,2nd
ODI # 3267,Pakistan,Bangladesh,Dhaka,2012-03-22 00:00:00,Pakistan,Bangladesh,Away,Home,First,Second,1st
ODI # 3268,Australia,West Indies,Gros Islet,2012-03-23 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 3269,Australia,West Indies,Gros Islet,2012-03-25 00:00:00,Australia,West Indies,Away,Home,First,Second,1st
ODI # 3270,Netherlands,Afghanistan,Sharjah,2012-03-29 00:00:00,Netherlands,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 3271,Netherlands,Afghanistan,Sharjah,2012-03-31 00:00:00,Afghanistan,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 3272,Pakistan,Sri Lanka,Pallekele,2012-06-07 00:00:00,Pakistan,Unknown,Neutral,Neutral,Second,First,2nd
ODI # 3273,Pakistan,Sri Lanka,Pallekele,2012-06-09 00:00:00,Sri Lanka,Unknown,Neutral,Neutral,Second,First,1st
ODI # 3275,Pakistan,Sri Lanka,Colombo,2012-06-16 00:00:00,Sri Lanka,Sri Lanka,Away,Home,Second,First,1st
ODI # 3276,West Indies,England,Southampton,2012-06-16 00:00:00,England,England,Away,Home,Second,First,1st
ODI # 3277,Pakistan,Sri Lanka,Colombo,2012-06-18 00:00:00,Sri Lanka,Sri Lanka,Away,Home,First,Second,2nd
ODI # 3278,West Indies,England,The Oval,2012-06-19 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 3280,Australia,England,Lord's,2012-06-29 00:00:00,England,England,Away,Home,Second,First,1st
ODI # 3281,Australia,England,The Oval,2012-07-01 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 3282,Afghanistan,Ireland,Dublin,2012-07-05 00:00:00,Ireland,Ireland,Away,Home,Second,First,1st
ODI # 3283,New Zealand,West Indies,Kingston,2012-07-05 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 3284,Australia,England,Chester,2012-07-07 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 3285,New Zealand,West Indies,Kingston,2012-07-07 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 3286,Australia,England,Manchester,2012-07-10 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 3287,Canada,Scotland,Ayr,2012-07-11 20:12:00,Scotland,Scotland,Away,Home,First,Second,2nd
ODI # 3288,New Zealand,West Indies,Basseterre,2012-07-11 00:00:00,New Zealand,West Indies,Away,Home,First,Second,1st
ODI # 3289,New Zealand,West Indies,Basseterre,2012-07-14 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 3290,New Zealand,West Indies,Basseterre,2012-07-16 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 3291,India,Sri Lanka,Hambantota,2012-07-21 00:00:00,India,Sri Lanka,Away,Home,First,Second,1st
ODI # 3292,India,Sri Lanka,Hambantota,2012-07-24 00:00:00,Sri Lanka,Sri Lanka,Away,Home,First,Second,2nd
ODI # 3293,India,Sri Lanka,Colombo,2012-07-28 00:00:00,India,Sri Lanka,Away,Home,Second,First,2nd
ODI # 3294,India,Sri Lanka,Colombo,2012-07-31 00:00:00,India,Sri Lanka,Away,Home,Second,First,2nd
ODI # 3295,India,Sri Lanka,Pallekele,2012-08-04 00:00:00,India,Unknown,Neutral,Neutral,First,Second,1st
ODI # 3297,Australia,Afghanistan,Sharjah,2012-08-25 00:00:00,Australia,U.A.E.,Neutral,Neutral,First,Second,1st
ODI # 3298,South Africa,England,Southampton,2012-08-28 00:00:00,South Africa,England,Away,Home,First,Second,1st
ODI # 3299,Pakistan,Australia,Sharjah,2012-08-28 00:00:00,Australia,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 3300,South Africa,England,The Oval,2012-08-31 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 3301,Pakistan,Australia,Abu Dhabi,2012-08-31 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 3302,South Africa,England,Lord's,2012-09-02 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 3303,Pakistan,Australia,Sharjah,2012-09-03 00:00:00,Australia,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 3304,South Africa,England,Nottingham,2012-09-05 00:00:00,South Africa,England,Away,Home,Second,First,2nd
ODI # 3305,New Zealand,Sri Lanka,Pallekele,2012-11-04 00:00:00,Sri Lanka,Unknown,Neutral,Neutral,Second,First,1st
ODI # 3306,New Zealand,Sri Lanka,Pallekele,2012-11-06 00:00:00,Sri Lanka,Unknown,Neutral,Neutral,First,Second,2nd
ODI # 3307,New Zealand,Sri Lanka,Hambantota,2012-11-10 00:00:00,Sri Lanka,Sri Lanka,Away,Home,First,Second,2nd
ODI # 3309,West Indies,Bangladesh,Khulna,2012-11-30 00:00:00,Bangladesh,Bangladesh,Away,Home,First,Second,2nd
ODI # 3310,West Indies,Bangladesh,Khulna,2012-12-02 00:00:00,Bangladesh,Bangladesh,Away,Home,Second,First,1st
ODI # 3311,West Indies,Bangladesh,Dhaka,2012-12-05 00:00:00,West Indies,Bangladesh,Away,Home,Second,First,2nd
ODI # 3312,West Indies,Bangladesh,Dhaka,2012-12-07 00:00:00,West Indies,Bangladesh,Away,Home,First,Second,1st
ODI # 3313,West Indies,Bangladesh,Dhaka,2012-12-08 00:00:00,Bangladesh,Bangladesh,Away,Home,First,Second,2nd
ODI # 3314,Pakistan,India,Chennai,2012-12-30 00:00:00,Pakistan,India,Away,Home,Second,First,2nd
ODI # 3315,Pakistan,India,Kolkata,2013-01-03 00:00:00,Pakistan,India,Away,Home,First,Second,1st
ODI # 3316,Pakistan,India,Delhi,2013-01-06 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 3317,Sri Lanka,Australia,Melbourne,2013-01-11 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 3318,England,India,Rajkot,2013-01-11 00:00:00,England,India,Away,Home,First,Second,1st
ODI # 3319,Sri Lanka,Australia,Adelaide,2013-01-13 00:00:00,Sri Lanka,Australia,Away,Home,Second,First,2nd
ODI # 3320,England,India,Kochi,2013-01-15 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 3321,Sri Lanka,Australia,Brisbane,2013-01-18 00:00:00,Sri Lanka,Australia,Away,Home,Second,First,2nd
ODI # 3322,England,India,Ranchi,2013-01-19 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 3323,New Zealand,South Africa,Paarl,2013-01-19 00:00:00,New Zealand,South Africa,Away,Home,Second,First,2nd
ODI # 3325,New Zealand,South Africa,Kimberley,2013-01-22 00:00:00,New Zealand,South Africa,Away,Home,First,Second,1st
ODI # 3326,Sri Lanka,Australia,Hobart,2013-01-23 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 3327,England,India,Mohali,2013-01-23 00:00:00,India,Unknown,Neutral,Neutral,First,Second,2nd
ODI # 3328,New Zealand,South Africa,Potchefstroom,2013-01-25 00:00:00,South Africa,South Africa,Away,Home,First,Second,2nd
